PFID Old Name,PFID New Name,Annotation,Map_Name,Map Link,Enzyme,E C,Synonyms List
PFB0200c,PF3D7_0204500,aspartate aminotransferase,Asparagine and Aspartate metabolism,http://priweb.cc.huji.ac.il/malaria//maps/alanAspartate.html,Aspartate transaminase,2.6.1.1,2-oxoglutarate-glutamate aminotransferase_ AAT_ aspartate alpha-ketoglutarate transaminase_ aspartate aminotransferase_ aspartate-2-oxoglutarate transaminase_ aspartate:2-oxoglutarate aminotransferase_ aspartic acid aminotransferase_ aspartic aminotransferase_ aspartyl aminotransferase_ AspT_ AST_ glutamate oxaloacetate transaminase_ glutamate-oxalacetate aminotransferase_ glutamate-oxalate transaminase_ glutamic oxalic transaminase_ glutamic-aspartic aminotransferase_ glutamic-aspartic transaminase_ glutamic-oxalacetic transaminase_ glutamic-oxaloacetic transaminase_ GOT (enzyme)_ L-aspartate transaminase_ L-aspartate-2-ketoglutarate aminotransferase_ L-aspartate-2-oxoglutarate aminotransferase_ L-aspartate-2-oxoglutarate-transaminase_ L-aspartate-alpha-ketoglutarate transaminase_ L-aspartic aminotransferase_ oxaloacetate transferase_ oxaloacetate-aspartate aminotransferase_ transaminase A_ 
PFB0200c,PF3D7_0204500,aspartate aminotransferase,Pyruvate metabolism,http://mpmp.huji.ac.il/maps/pyruvatemetpath.html,Aspartate transaminase,2.6.1.1,2-oxoglutarate-glutamate aminotransferase_ AAT_ aspartate alpha-ketoglutarate transaminase_ aspartate aminotransferase_ aspartate-2-oxoglutarate transaminase_ aspartate:2-oxoglutarate aminotransferase_ aspartic acid aminotransferase_ aspartic aminotransferase_ aspartyl aminotransferase_ AspT_ AST_ glutamate oxaloacetate transaminase_ glutamate-oxalacetate aminotransferase_ glutamate-oxalate transaminase_ glutamic oxalic transaminase_ glutamic-aspartic aminotransferase_ glutamic-aspartic transaminase_ glutamic-oxalacetic transaminase_ glutamic-oxaloacetic transaminase_ GOT (enzyme)_ L-aspartate transaminase_ L-aspartate-2-ketoglutarate aminotransferase_ L-aspartate-2-oxoglutarate aminotransferase_ L-aspartate-2-oxoglutarate-transaminase_ L-aspartate-alpha-ketoglutarate transaminase_ L-aspartic aminotransferase_ oxaloacetate transferase_ oxaloacetate-aspartate aminotransferase_ transaminase A_ 
PFB0200c,PF3D7_0204500,aspartate aminotransferase,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,aspartate aminotransferase, ,
PFB0200c,PF3D7_0204500,aspartate aminotransferase,Phenylalanine and Tyrosine metabolism,http://mpmp.huji.ac.il/maps/phenylTyrmetpath.html,Aspartate transaminase,2.6.1.1,2-oxoglutarate-glutamate aminotransferase_ AAT_ aspartate alpha-ketoglutarate transaminase_ aspartate aminotransferase_ aspartate-2-oxoglutarate transaminase_ aspartate:2-oxoglutarate aminotransferase_ aspartic acid aminotransferase_ aspartic aminotransferase_ aspartyl aminotransferase_ AspT_ AST_ glutamate oxaloacetate transaminase_ glutamate-oxalacetate aminotransferase_ glutamate-oxalate transaminase_ glutamic oxalic transaminase_ glutamic-aspartic aminotransferase_ glutamic-aspartic transaminase_ glutamic-oxalacetic transaminase_ glutamic-oxaloacetic transaminase_ GOT (enzyme)_ L-aspartate transaminase_ L-aspartate-2-ketoglutarate aminotransferase_ L-aspartate-2-oxoglutarate aminotransferase_ L-aspartate-2-oxoglutarate-transaminase_ L-aspartate-alpha-ketoglutarate transaminase_ L-aspartic aminotransferase_ oxaloacetate transferase_ oxaloacetate-aspartate aminotransferase_ transaminase A_ 
PFB0200c,PF3D7_0204500,aspartate aminotransferase,Pyridoxal phosphate (Vitamin B6) metabolism,http://mpmp.huji.ac.il/maps/vitaminB6metpath.html,Aspartate aminotransferase,2.6.1.1,2-oxoglutarate-glutamate aminotransferase_ AAT_ aspartate alpha-ketoglutarate transaminase_ aspartate aminotransferase_ aspartate-2-oxoglutarate transaminase_ aspartate:2-oxoglutarate aminotransferase_ aspartic acid aminotransferase_ aspartic aminotransferase_ aspartyl aminotransferase_ AspT_ AST_ glutamate oxaloacetate transaminase_ glutamate-oxalacetate aminotransferase_ glutamate-oxalate transaminase_ glutamic oxalic transaminase_ glutamic-aspartic aminotransferase_ glutamic-aspartic transaminase_ glutamic-oxalacetic transaminase_ glutamic-oxaloacetic transaminase_ GOT (enzyme)_ L-aspartate transaminase_ L-aspartate-2-ketoglutarate aminotransferase_ L-aspartate-2-oxoglutarate aminotransferase_ L-aspartate-2-oxoglutarate-transaminase_ L-aspartate-alpha-ketoglutarate transaminase_ L-aspartic aminotransferase_ oxaloacetate transferase_ oxaloacetate-aspartate aminotransferase_ transaminase A_ 
PFB0205c,PF3D7_0204600,conserved Plasmodium protein_ unknown function,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,5_-3_ exonuclease_ putative,3.1.16.1,3_-exonuclease_ 3_-nucleotide phosphodiesterase_ phosphodiesterase II_ spleen phosphodiesterase_ 
PFB0205c,PF3D7_0204600,conserved Plasmodium protein_ unknown function,DNA mismatch repair system,http://mpmp.huji.ac.il/maps/DNArepair.html,5_-3� exonuclease,3.1.16.1,3_-exonuclease_ 3_-nucleotide phosphodiesterase_ phosphodiesterase II_ spleen phosphodiesterase_ 
PFB0210c,PF3D7_0204700,hexose transporter,Glycolysis,http://mpmp.huji.ac.il/maps/glycolysispath.html,Hexose transporter, ,
PFB0210c,PF3D7_0204700,hexose transporter,Proteins of detergent-resistant membranes,http://mpmp.huji.ac.il/maps/DRM_prot.html,hexose transporter, ,
PFB0210c,PF3D7_0204700,hexose transporter,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,hexose transporter_ PfHT1, ,
PFB0210c,PF3D7_0204700,hexose transporter,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Hexose transporter 1 (PfHT1), ,
PFB0210c,PF3D7_0204700,hexose transporter,Transporters of the plasma membrane,http://mpmp.huji.ac.il/maps/PPM.html,Glucose, ,
PFB0210c,PF3D7_0204700,hexose transporter,Model for metabolic compartmentalization of PI biosynthesis,http://mpmp.huji.ac.il/maps/PI_compartm.html.html,Hexose transporter, ,
PFB0215c,PF3D7_0204800,3_-5_ exonuclease_ putative,DNA mismatch repair system,http://mpmp.huji.ac.il/maps/DNArepair.html,3_-5� exonuclease,3.1.11.1,E. coli exonuclease I_ Escherichia coli exonuclease I_ exonuclease I_ 
PFB0215c,PF3D7_0204800,3_-5_ exonuclease_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,3_-5_ exonuclease_ putative,3.1.11.1,E. coli exonuclease I_ Escherichia coli exonuclease I_ exonuclease I_ 
PFB0215c,PF3D7_0204800,3_-5_ exonuclease_ putative,Base excision repair of AP sites,http://mpmp.huji.ac.il/maps/baseExcision.html,3_-exonuclease,3.1.11.2,E. coli exonuclease III_ endoribonuclease III_ Escherichia coli exonuclease III_ 
PFB0220w,PF3D7_0204900,ubiE/COQ5 methyltransferase_ putative,Ubiquinone metabolism,http://mpmp.huji.ac.il/maps/ubiquinonemetpath.html,ubiquinone/menaquinone biosynthesis methyltransferase,2.1.1.201,ubiE_ 
PFB0220w,PF3D7_0204900,ubiE/COQ5 methyltransferase_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,UbiE-like methlytransferase_ putative,2.1.1.201,ubiE_ 
PFB0245c,PF3D7_0205500,DNA-directed RNA polymerase II 16 kDa subunit_ putative,RNA polymerase II transcribes mRNA,http://mpmp.huji.ac.il/maps/RNApolyII.html,RNA Pol II,2.7.7.6,C ribonucleic acid formation factors_ C RNA formation factors_ deoxyribonucleic acid-dependent ribonucleic acid polymerase_ DNA-dependent ribonucleate nucleotidyltransferase_ DNA-dependent RNA nucleotidyltransferase_ DNA-dependent RNA polymerase_ ribonucleate nucleotidyltransferase_ ribonucleate polymerase_ ribonucleic acid nucleotidyltransferase_ ribonucleic acid polymerase_ ribonucleic acid transcriptase_ ribonucleic polymerase_ ribonucleic transcriptase_ RNA nucleotidyltransferase_ RNA nucleotidyltransferase (DNA-directed)_ RNA polymerase_ RNA polymerase I_ RNA polymerase II_ RNA polymerase III_ RNA transcriptase_ transcriptase_ 
PFB0245c,PF3D7_0205500,DNA-directed RNA polymerase II 16 kDa subunit_ putative,The structures of RNA polymerases,http://mpmp.huji.ac.il/maps/RNApolyStruct.html,Rpb4, ,
PFB0245c,PF3D7_0205500,DNA-directed RNA polymerase II 16 kDa subunit_ putative,Encoded proteins that could be constituents of P-bodies,http://mpmp.huji.ac.il/maps/P_body.html,DNA-directed RNA polymerase II 16 kDa subunit,2.7.7.6,C ribonucleic acid formation factors_ C RNA formation factors_ deoxyribonucleic acid-dependent ribonucleic acid polymerase_ DNA-dependent ribonucleate nucleotidyltransferase_ DNA-dependent RNA nucleotidyltransferase_ DNA-dependent RNA polymerase_ ribonucleate nucleotidyltransferase_ ribonucleate polymerase_ ribonucleic acid nucleotidyltransferase_ ribonucleic acid polymerase_ ribonucleic acid transcriptase_ ribonucleic polymerase_ ribonucleic transcriptase_ RNA nucleotidyltransferase_ RNA nucleotidyltransferase (DNA-directed)_ RNA polymerase_ RNA polymerase I_ RNA polymerase II_ RNA polymerase III_ RNA transcriptase_ transcriptase_ 
PFB0245c,PF3D7_0205500,DNA-directed RNA polymerase II 16 kDa subunit_ putative,Transcription and processing of snRNAs,http://MPMP.huji.ac.il/maps/snRNA_transc.html,Pol II,2.7.7.6,C ribonucleic acid formation factors_ C RNA formation factors_ deoxyribonucleic acid-dependent ribonucleic acid polymerase_ DNA-dependent ribonucleate nucleotidyltransferase_ DNA-dependent RNA nucleotidyltransferase_ DNA-dependent RNA polymerase_ ribonucleate nucleotidyltransferase_ ribonucleate polymerase_ ribonucleic acid nucleotidyltransferase_ ribonucleic acid polymerase_ ribonucleic acid transcriptase_ ribonucleic polymerase_ ribonucleic transcriptase_ RNA nucleotidyltransferase_ RNA nucleotidyltransferase (DNA-directed)_ RNA polymerase_ RNA polymerase I_ RNA polymerase II_ RNA polymerase III_ RNA transcriptase_ transcriptase_ 
PFB0245c,PF3D7_0205500,DNA-directed RNA polymerase II 16 kDa subunit_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,DNA-directed RNA polymerase II 16 kDa subunit, ,
PFB0260w,PF3D7_0205900,proteasome 26S regulatory subunit_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,26S proteasome regulatory subunit_ putative Rpn1, ,
PFB0260w,PF3D7_0205900,proteasome 26S regulatory subunit_ putative,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,proteasome 26S regulatory subunit_ putative, ,
PFB0265c,PF3D7_0206000,DNA repair endonuclease_ putative,Genes coding for enzymes/proteins involved in DNA replication,http://mpmp.huji.ac.il/maps/DNAgenes.html,DNA repair endonuclease_ putative,4.2.99.18,AP endonuclease class I_ AP lyase_ AP site-DNA 5_-phosphomonoester-lyase_ deoxyribonuclease (apurinic or apyrimidinic)_ E. coli endonuclease III_ endodeoxyribonuclease (apurinic or apyrimidinic)_ Micrococcus luteus UV endonuclease_ phage-T4 UV endonuclease_ X-ray endonuclease III_ 
PFB0265c,PF3D7_0206000,DNA repair endonuclease_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,DNA repair endonuclease_ putative, ,
PFB0265c,PF3D7_0206000,DNA repair endonuclease_ putative,Base excision repair of AP sites,http://mpmp.huji.ac.il/maps/baseExcision.html,Endonuclease,4.2.99.18,AP endonuclease class I_ AP lyase_ AP site-DNA 5_-phosphomonoester-lyase_ deoxyribonuclease (apurinic or apyrimidinic)_ E. coli endonuclease III_ endodeoxyribonuclease (apurinic or apyrimidinic)_ Micrococcus luteus UV endonuclease_ phage-T4 UV endonuclease_ X-ray endonuclease III_ 
PFB0265c,PF3D7_0206000,DNA repair endonuclease_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,DNA repair endonuclease_ putative; Yeast RAD2; XPG,4.2.99.18,AP endonuclease class I_ AP lyase_ AP site-DNA 5_-phosphomonoester-lyase_ deoxyribonuclease (apurinic or apyrimidinic)_ E. coli endonuclease III_ endodeoxyribonuclease (apurinic or apyrimidinic)_ Micrococcus luteus UV endonuclease_ phage-T4 UV endonuclease_ X-ray endonuclease III_ 
PFB0265c,PF3D7_0206000,DNA repair endonuclease_ putative,Nucleotide excision repair,http://mpmp.huji.ac.il/maps/excisionrepair.html,XPF-ERCC1,4.2.99.18,AP endonuclease class I_ AP lyase_ AP site-DNA 5_-phosphomonoester-lyase_ deoxyribonuclease (apurinic or apyrimidinic)_ E. coli endonuclease III_ endodeoxyribonuclease (apurinic or apyrimidinic)_ Micrococcus luteus UV endonuclease_ phage-T4 UV endonuclease_ X-ray endonuclease III_ 
PFB0270w,PF3D7_0206100,iron-sulfur assembly protein_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,iron-sulfur assembly protein SufE, ,
PFB0270w,PF3D7_0206100,iron-sulfur assembly protein_ putative,Biosynthesis of Fe-S proteins in the apicoplast,http://mpmp.huji.ac.il/maps/BiosynthFeS.html,SufE, ,
PFB0275w,PF3D7_0206200,pantothenate transporter,Transporters of the plasma membrane,http://mpmp.huji.ac.il/maps/PPM.html,Panthotenate symporter, ,
PFB0275w,PF3D7_0206200,pantothenate transporter,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Pantothenate transporter, ,
PFB0279w,PF3D7_0206300,pentafunctional AROM polypeptide_ putative_ pseudogene,Shikimate biosynthesis,http://mpmp.huji.ac.il/maps/shikimatebiopath.html,3-Dehydroquinate synthase,4.2.3.4,(cyclizing)_ 3-dehydroquinate synthetase_ 3-deoxy-arabino-heptulosonate-7-phosphate phosphate-lyas_ 5-dehydroquinate synthase_ 5-dehydroquinic acid synthetase_ dehydroquinate synthase_ 
PFB0279w,PF3D7_0206300,pentafunctional AROM polypeptide_ putative_ pseudogene,Shikimate biosynthesis,http://mpmp.huji.ac.il/maps/shikimatebiopath.html,pentafunctional AROM polypeptide_ putative_ pseudogene_ 3-dehydroquinate dehydratase,4.2.1.10,3-dehydroquinase_ 3-dehydroquinate hydrolase_ 5-dehydroquinase_ 5-dehydroquinate dehydratase_ 5-dehydroquinate hydro-lyase_ dehydroquinase_ dehydroquinate dehydratase_ DHQase_ 
PFB0279w,PF3D7_0206300,pentafunctional AROM polypeptide_ putative_ pseudogene,Shikimate biosynthesis,http://mpmp.huji.ac.il/maps/shikimatebiopath.html,pentafunctional AROM polypeptide_ putative_ pseudogene_ 3-phosphoshikimate 1-carboxyvinyltransferas,2.5.1.19,3-enolpyruvylshikimate 5-phosphate synthase_ 3-enolpyruvylshikimic acid-5-phosphate synthetase_ 5_-enolpyruvylshikimate-3-phosphate synthase_ 5-enolpyruvyl-3-phosphoshikimate synthase_ 5-enolpyruvylshikimate-3-phosphate synthase_ 5-enolpyruvylshikimate-3-phosphate synthetase_ 5-enolpyruvylshikimate-3-phosphoric acid synthase_ enolpyruvylshikimate phosphate synthase_ EPSP synthase_ 
PFB0279w,PF3D7_0206300,pentafunctional AROM polypeptide_ putative_ pseudogene,Shikimate biosynthesis,http://mpmp.huji.ac.il/maps/shikimatebiopath.html,pentafunctional AROM polypeptide_ putative_ pseudogene_ shikimate dehydrogenase,1.1.1.25,5-dehydroshikimate reductase_ 5-dehydroshikimic reductase_ AroE_ dehydroshikimic reductase_ DHS reductase_ shikimate 5-dehydrogenase_ shikimate oxidoreductase_ shikimate:NADP+ 5-oxidoreductase_ shikimate:NADP+ oxidoreductase_ 
PFB0279w,PF3D7_0206300,pentafunctional AROM polypeptide_ putative_ pseudogene,Shikimate biosynthesis,http://mpmp.huji.ac.il/maps/shikimatebiopath.html,pentafunctional AROM polypeptide_ putative_ pseudogene_ shikimate kinase,2.7.1.71,shikimate kinase (phosphorylating)_ shikimate kinase II_ 
PFB0290c,PF3D7_0206600,transcription factor_ putative,RNA polymerase II transcribes mRNA,http://mpmp.huji.ac.il/maps/RNApolyII.html,TFIIS, ,
PFB0290c,PF3D7_0206600,transcription factor_ putative,The structures of RNA polymerases,http://mpmp.huji.ac.il/maps/RNApolyStruct.html,Pol III - 11, ,
PFB0295w,PF3D7_0206700,adenylosuccinate lyase,Purine metabolism,http://mpmp.huji.ac.il/maps/purinemetpath.html,Adenylosuccinate lyase,4.3.2.2,adenylosuccinase_ succino AMP-lyase_ 
PFB0295w,PF3D7_0206700,adenylosuccinate lyase,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Adenylosuccinate lyase,4.3.2.2,adenylosuccinase_ succino AMP-lyase_ 
PFB0300c,PF3D7_0206800,merozoite surface protein 2,Subcellular localization of proteins involved in invasion,http://mpmp.huji.ac.il/maps/proteinsLocalizpath.html,MSP -2, ,
PFB0300c,PF3D7_0206800,merozoite surface protein 2,Functional annotation of merozoite invasion-related proteins,http://mpmp.huji.ac.il/maps/Merozoiteproteins.html,MSP-2, ,
PFB0300c,PF3D7_0206800,merozoite surface protein 2,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,merozoite surface protein 2 precursor, ,
PFB0300c,PF3D7_0206800,merozoite surface protein 2,Proteins of detergent-resistant membranes,http://mpmp.huji.ac.il/maps/DRM_prot.html,merozoite surface protein 2; GPI-anchored surface, ,
PFB0300c,PF3D7_0206800,merozoite surface protein 2,Genes coding for GPI-anchored membrane proteins,http://mpmp.huji.ac.il/maps/GPI_prots.html,Merozoite surface protein 2; MSP-2, ,
PFB0305c,PF3D7_0206900,merozoite surface protein 5,Genes coding for GPI-anchored membrane proteins,http://mpmp.huji.ac.il/maps/GPI_prots.html,Merozoite surface protein 5; MSP-5, ,
PFB0305c,PF3D7_0206900,merozoite surface protein 5,Functional annotation of merozoite invasion-related proteins,http://mpmp.huji.ac.il/maps/Merozoiteproteins.html,MSP-5, ,
PFB0305c,PF3D7_0206900,merozoite surface protein 5,Subcellular localization of proteins involved in invasion,http://mpmp.huji.ac.il/maps/proteinsLocalizpath.html,MSP -5, ,
PFB0305c,PF3D7_0206900,merozoite surface protein 5,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,merozoite surface protein 5, ,
PFB0310c,PF3D7_0207000,merozoite surface protein 4,Subcellular localization of proteins involved in invasion,http://mpmp.huji.ac.il/maps/proteinsLocalizpath.html,MSP -4, ,
PFB0310c,PF3D7_0207000,merozoite surface protein 4,Functional annotation of merozoite invasion-related proteins,http://mpmp.huji.ac.il/maps/Merozoiteproteins.html,MSP-4, ,
PFB0310c,PF3D7_0207000,merozoite surface protein 4,Genes coding for GPI-anchored membrane proteins,http://mpmp.huji.ac.il/maps/GPI_prots.html,Merozoite surface protein 4; MSP-4, ,
PFB0310c,PF3D7_0207000,merozoite surface protein 4,Proteins of detergent-resistant membranes,http://mpmp.huji.ac.il/maps/DRM_prot.html,merozoite surface protein 4; GPI-anchored surface, ,
PFB0315w,PF3D7_0207100,conserved Plasmodium protein_ unknown function,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,41 kDa antigen, ,
PFB0320c,PF3D7_0207200,iron-sulfur assembly protein_ putative IscA1,Mechanism of Fe�S-protein biogenesis,http://mpmp.huji.ac.il/maps/FeSProtein.html,IscA, ,
PFB0320c,PF3D7_0207200,iron-sulfur assembly protein_ putative IscA1,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Iron-sulfur assembly protein_ putative; ISA-like protein, ,
