Geneid	Chr	Start	End	Strand	Length	hisat2/Ap20-GFP-SFC-16h-R1.bam	hisat2/Ap20-GFP-SFC-16h-R2.bam	hisat2/Ap20-GFP-SFC-4h-R1.bam	hisat2/Ap20-GFP-SFC-4h-R2.bam	hisat2/Ap20-GFP-SFC-8h-R1.bam	hisat2/Ap20-GFP-SFC-8h-R2.bam	hisat2/GFPcon-16hr-R1.bam	hisat2/GFPcon-16hr-R2.bam	hisat2/GFPcon-4hr-R1.bam	hisat2/GFPcon-4hr-R2.bam	hisat2/GFPcon-8hr-R1_S9.bam	hisat2/GFPcon-8hr-R2.bam	hisat2/RM-10_S417.bam	hisat2/RM-1_S408.bam	hisat2/RM-2_S409.bam	hisat2/RM-3_S410.bam	hisat2/RM-4_S411.bam	hisat2/RM-5_S412.bam	hisat2/RM-6_S413.bam	hisat2/RM-7_S414.bam	hisat2/RM-8_S415.bam	hisat2/RM-9_S416.bam	hisat2/F-1_SRR5260552.bam	hisat2/F-2_SRR5260551.bam	hisat2/F-3_SRR5260550.bam	hisat2/F1_21725_8_4.bam	hisat2/F2_21725_8_5.bam	hisat2/F3_21725_8_6.bam
PBANKA_1454500	PbANKA_14_v3;PbANKA_14_v3	2109481;2111016	2110841;2111100	-;-	1446	74	130	78	58	133	71	121	67	170	0	87	27	0	31	144	32	24	7	7	63	2	3	1047	1063	1221	2228	1634	2299
PBANKA_1301800	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	103468;103658;104006;104704;105327;108432;111091;111330;111663;112143;112313;112517;112826;113176;113327;113859	103576;103821;104485;104992;108172;110984;111203;111523;112001;112231;112399;112720;113063;113228;113712;114090	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8376	20	68	140	98	129	62	80	31	103	6	129	90	4	103	5606	1616	649	189	207	162	20	64	743	711	690	1994	1992	2297
PBANKA_0315300	PbANKA_03_v3	525990	531287	+	5298	136	540	192	129	211	118	495	114	46	2	118	111	0	173	1740	525	246	187	154	282	30	48	430	349	391	1998	1795	2297
PBANKA_0928500	PbANKA_09_v3	1052114	1055029	+	2916	162	238	195	157	294	155	374	337	255	2	210	122	7	638	814	246	139	57	249	1001	27	75	682	732	679	2381	2155	2296
PBANKA_1346900	PbANKA_13_v3	1828721	1830316	+	1596	139	795	90	65	310	67	402	60	33	0	106	44	0	294	231	81	69	67	78	383	22	38	672	595	692	2411	1843	2296
PBANKA_1134500	PbANKA_11_v3;PbANKA_11_v3	1294277;1298585	1298468;1298850	+;+	4458	33	241	60	46	47	28	89	23	9	3	41	29	5	258	774	213	96	101	223	274	6	9	300	203	217	2284	2169	2294
PBANKA_0814200	PbANKA_08_v3	610087	610860	+	774	650	1877	179	114	649	123	1402	293	209	0	327	101	5	175	797	237	123	75	82	451	44	124	1116	1495	1459	2346	2050	2294
PBANKA_0830100	PbANKA_08_v3	1141934	1143763	+	1830	96	369	79	59	179	35	278	70	31	1	91	44	0	197	599	171	86	65	79	381	10	23	151	150	167	2438	1553	2291
PBANKA_0906600	PbANKA_09_v3;PbANKA_09_v3	215254;215465	215265;216895	+;+	1443	462	2071	303	223	758	106	1142	173	319	0	339	136	5	522	457	157	103	101	89	829	33	83	526	528	552	2686	1967	2283
PBANKA_0921100	PbANKA_09_v3	774736	775593	+	858	23	87	27	15	76	18	61	18	71	2	27	12	0	16	292	86	22	1	10	46	3	13	1136	1038	935	2654	1899	2283
PBANKA_1225600	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	971687;971901;972212;972361;972539;972773;973012	971814;972022;972278;972422;972678;972847;973149	+;+;+;+;+;+;+	732	273	621	267	256	472	139	421	364	640	2	239	127	2	148	259	82	23	9	27	182	0	8	1450	1698	1677	2172	1939	2281
PBANKA_1120600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	766294;770656;770883;771122	770514;770757;770952;771303	+;+;+;+	4575	59	172	106	79	131	51	213	62	92	0	101	58	3	470	988	298	131	103	267	505	14	35	376	424	427	2265	1806	2281
PBANKA_1127800	PbANKA_11_v3	1041667	1042806	-	1140	61	209	178	149	450	140	239	106	477	0	228	105	13	160	650	210	104	18	50	163	7	22	2724	2445	2774	2085	2318	2278
PBANKA_0719400	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	689231;689449;689663;689793	689290;689543;689718;691585	-;-;-;-	2004	177	369	123	108	166	58	305	119	208	0	165	91	5	592	973	271	149	237	167	1051	17	26	579	729	675	2165	1813	2277
PBANKA_1022000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	891797;891946;892349	891797;892019;892591	+;+;+	318	2278	5416	876	550	2708	1131	2393	1287	1162	1	1430	585	2	66	616	219	101	80	68	167	18	79	2167	2880	3172	2339	1770	2272
PBANKA_0310800	PbANKA_03_v3	372034	374520	-	2487	165	385	233	186	196	138	520	272	104	3	181	138	0	278	465	167	86	47	90	444	5	23	520	546	534	2666	1994	2270
PBANKA_1462200	PbANKA_14_v3;PbANKA_14_v3	2348439;2350793	2350676;2350819	+;+	2265	211	627	229	151	354	162	771	333	116	2	244	139	0	373	494	148	79	126	118	573	18	26	842	826	915	2031	1767	2270
PBANKA_1015800	PbANKA_10_v3	686027	689104	+	3078	368	884	484	401	636	311	1395	1233	445	3	494	399	13	1187	622	275	252	893	685	1607	144	175	507	380	424	2505	1952	2269
PBANKA_1231100	PbANKA_12_v3	1202927	1204525	+	1599	63	105	75	53	161	40	122	31	28	1	67	28	0	155	239	64	41	20	72	255	13	18	500	531	537	1900	1586	2268
PBANKA_0314100	PbANKA_03_v3;PbANKA_03_v3	493504;493692	493590;494057	+;+	453	2210	4049	743	535	1911	926	3921	2867	1283	1	1481	642	0	253	205	81	48	55	54	497	45	105	794	861	930	2387	1697	2253
PBANKA_1406100	PbANKA_14_v3;PbANKA_14_v3	285674;287705	287568;287819	-;-	2010	473	515	576	346	595	371	924	622	534	2	513	309	5	232	456	121	74	49	68	396	19	19	1389	1154	1341	2274	1817	2241
PBANKA_1225800	PbANKA_12_v3	976524	977156	-	633	295	691	161	75	396	89	328	82	135	1	173	67	1	145	362	129	73	22	25	207	11	22	1111	1205	1301	2320	1832	2240
PBANKA_1214600	PbANKA_12_v3	552206	553996	+	1791	71	201	49	36	132	24	276	62	67	2	82	25	0	132	389	128	47	22	24	211	6	8	430	385	444	2131	1625	2240
PBANKA_1026900	PbANKA_10_v3	1102859	1104124	-	1266	411	860	113	121	196	66	498	240	209	1	168	79	17	300	325	149	86	142	80	518	13	28	635	610	711	2517	1595	2240
PBANKA_0522000	PbANKA_05_v3	818241	819638	+	1398	109	299	162	106	262	88	637	90	40	0	212	94	2	238	1078	346	134	103	130	288	27	50	226	216	166	2764	1760	2239
PBANKA_0606400	PbANKA_06_v3;PbANKA_06_v3	309309;310598	310442;310663	-;-	1200	63	259	48	26	147	25	88	20	28	1	58	29	0	84	202	95	30	8	20	99	0	1	396	272	337	1913	1405	2238
PBANKA_1109600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	375478;375849;377064;377441;377752;378167;378465	375589;376907;377290;377666;377949;378297;378530	+;+;+;+;+;+;+	2019	133	230	541	368	478	264	467	276	856	2	603	294	0	332	2853	882	423	63	121	521	40	99	1389	1159	1132	2583	2162	2237
PBANKA_0704600	PbANKA_07_v3	227114	229693	-	2580	6	17	17	15	18	17	14	4	14	1	10	5	0	28	299	82	40	45	24	23	2	5	376	417	459	1911	1699	2237
PBANKA_0104000	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	171686;171840;172099;172359;172569;172884	171730;171900;172226;172456;172695;173060	-;-;-;-;-;-	636	1500	5665	464	379	1583	367	1952	771	1324	0	755	302	3	264	456	139	68	26	44	488	20	32	1496	1397	1643	2196	1722	2236
PBANKA_1103700	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	157412;157571;157833;158208;158467;158761	157435;157635;157956;158303;158574;158856	-;-;-;-;-;-	513	357	1236	78	73	398	82	395	64	71	0	227	43	0	124	325	134	59	42	28	239	7	26	679	724	670	1971	1509	2233
PBANKA_0716500	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	609015;609332;609522;609729;610015;610262;610444;610645	609225;609405;609663;609937;610149;610359;610554;610831	-;-;-;-;-;-;-;-	1167	342	839	464	289	747	390	866	507	1827	0	712	396	6	105	2042	610	239	67	71	163	24	43	1161	1063	1289	2285	1894	2232
PBANKA_1124700	PbANKA_11_v3;PbANKA_11_v3	911779;912851	912673;912918	+;+	963	507	1743	440	282	2466	500	3108	692	443	0	1483	424	12	818	347	214	110	91	170	1515	175	313	805	768	778	2582	1954	2231
PBANKA_1024000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	957276;957492;957713	957341;957565;959459	+;+;+	1887	78	175	157	137	244	95	236	120	114	0	114	83	0	267	615	180	96	36	110	342	7	10	332	288	308	2371	1724	2228
PBANKA_1221200	PbANKA_12_v3;PbANKA_12_v3	819383;820030	819718;820188	-;-	495	4139	4266	881	631	2384	1293	5104	3730	1542	0	2143	908	3	198	887	356	130	225	72	433	43	128	1008	1611	1651	2868	2013	2227
PBANKA_1415100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	606944;607181;607388	606976;607247;609891	+;+;+	2604	57	74	175	123	210	95	146	71	242	3	143	78	0	187	642	225	93	14	80	181	6	13	762	781	837	2216	1831	2227
PBANKA_0601900	PbANKA_06_v3	151089	151406	-	318	293	719	280	216	715	344	655	967	2035	0	609	206	5	233	1761	516	241	124	182	373	43	169	506	612	710	2474	1625	2226
PBANKA_0614000	PbANKA_06_v3;PbANKA_06_v3	597898;599286	599198;599421	+;+	1437	72	242	120	122	287	111	216	143	372	3	139	91	0	150	395	148	57	13	60	209	4	7	877	1295	1482	2122	2176	2225
PBANKA_0314500	PbANKA_03_v3	508148	508471	+	324	1970	5456	632	476	2212	947	2260	1766	1425	0	1242	510	1	88	302	108	41	25	21	218	11	55	2114	2713	3149	2003	1643	2224
PBANKA_1426300	PbANKA_14_v3;PbANKA_14_v3	1016003;1019394	1019181;1019586	-;-	3372	203	499	289	216	375	137	508	207	99	2	166	122	14	443	626	196	99	93	155	821	17	49	907	826	1025	2085	1950	2223
PBANKA_1030300	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1227809;1228141;1228517	1227888;1228403;1228551	+;+;+	378	256	1049	107	81	430	75	260	158	924	0	226	56	2	65	291	93	50	9	10	127	4	9	1570	1826	2144	2230	1742	2222
PBANKA_1302400	PbANKA_13_v3	149897	152710	-	2814	29	125	86	58	65	49	46	34	81	1	62	38	1	142	621	163	106	93	93	163	2	2	751	851	918	2175	1789	2218
PBANKA_0211400	PbANKA_02_v3	412707	415028	-	2322	194	576	74	54	374	65	456	83	69	1	173	58	2	163	242	85	27	26	56	335	13	26	504	490	590	2351	1462	2214
PBANKA_0716600	PbANKA_07_v3;PbANKA_07_v3	611932;612721	612612;612807	-;-	768	232	695	197	167	296	74	498	192	354	0	201	101	0	189	866	250	104	31	86	194	30	58	1191	1152	1421	2281	1915	2213
PBANKA_0403000	PbANKA_04_v3;PbANKA_04_v3	112358;112744	112570;112842	+;+	312	599	1771	178	156	561	185	680	476	1428	1	328	133	3	147	615	189	105	108	88	360	30	106	1621	2141	2350	2201	1688	2211
PBANKA_0904700	PbANKA_09_v3;PbANKA_09_v3	167509;167855	167562;167920	+;+	120	1485	2789	320	455	969	787	1819	3188	1412	0	905	490	14	141	385	137	64	76	36	290	20	99	1667	2047	2289	2211	1525	2209
PBANKA_0717600	PbANKA_07_v3	637306	637986	-	681	1509	2544	706	519	2669	753	3898	1245	545	0	1345	521	2	539	550	202	126	163	120	769	52	87	946	1087	920	1862	1683	2204
PBANKA_0903200	PbANKA_09_v3	116679	119492	+	2814	23	68	14	4	29	11	132	20	15	0	30	15	0	113	363	90	52	81	28	143	3	2	197	256	197	2653	1603	2199
PBANKA_0102700	PbANKA_01_v3	122663	123781	-	1119	13	45	78	50	68	30	70	12	33	1	61	36	3	80	2882	859	359	59	106	82	13	25	546	480	548	2353	1740	2196
PBANKA_0505100	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	198487;198681;198955;199156;199412	198574;198831;199042;199226;199559	-;-;-;-;-	546	1253	1371	656	541	1426	905	2284	2215	2023	0	1493	626	4	197	454	141	52	10	82	341	21	41	1422	1539	1930	2484	1928	2193
PBANKA_1240700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1556715;1556976;1557240;1557425;1557721;1558028;1558237	1556815;1557048;1557336;1557559;1557863;1558162;1558407	+;+;+;+;+;+;+	855	48	179	214	192	272	110	160	90	911	1	182	89	4	130	391	129	73	6	43	105	15	19	3061	2990	3271	2434	2164	2190
PBANKA_0928200	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1037620;1038153;1038309;1038574;1038793;1039075	1037781;1038206;1038409;1038634;1038929;1040926	-;-;-;-;-;-	2367	729	2296	520	331	757	239	752	367	741	0	629	316	15	253	1947	575	202	222	127	411	31	72	1351	1914	1644	2466	1906	2190
PBANKA_0829000	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1115164;1115836;1117400	1115624;1117168;1117504	-;-;-	1899	118	358	55	52	171	44	248	61	42	1	107	36	0	100	445	142	65	31	54	147	10	32	269	296	302	3051	1878	2187
PBANKA_1302200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	134481;134811;136083	134585;135833;136097	-;-;-	1143	68	121	256	221	214	188	201	248	448	0	239	140	0	149	307	98	50	10	52	96	0	3	1004	1055	1175	2205	2032	2186
PBANKA_1231800	PbANKA_12_v3;PbANKA_12_v3	1233943;1234696	1234403;1234732	-;-	498	839	2675	200	116	633	178	705	462	1901	1	392	135	3	94	883	296	173	94	34	210	20	77	1569	2267	2231	2098	1902	2186
PBANKA_1024700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	994420;994524;994870;995064;995240;995493;995715;995881;996094;996318	994422;994653;994955;995132;995370;995586;995787;995921;996219;996401	+;+;+;+;+;+;+;+;+;+	837	902	1343	647	565	1204	892	1170	1799	2260	0	1146	501	0	99	422	130	55	40	34	182	14	17	1889	1926	2199	2064	1680	2180
PBANKA_0406400	PbANKA_04_v3	234708	239279	+	4572	40	132	265	198	534	164	207	66	86	1	255	137	0	436	973	410	337	172	375	443	13	25	590	568	536	2043	1805	2178
PBANKA_0917400	PbANKA_09_v3;PbANKA_09_v3	655120;655530	655269;656909	-;-	1530	134	403	122	110	440	121	348	147	105	1	196	89	0	258	820	233	87	16	62	307	3	10	528	496	434	2676	1742	2178
PBANKA_0809000	PbANKA_08_v3;PbANKA_08_v3	429783;430128	429844;432519	+;+	2454	785	2320	707	438	1317	441	2370	699	304	1	966	502	8	745	2216	865	414	409	239	1532	84	114	458	475	511	2316	1597	2177
PBANKA_1444900	PbANKA_14_v3;PbANKA_14_v3	1726464;1726734	1726563;1729546	+;+	2913	81	136	114	97	207	65	169	89	78	0	116	51	0	188	479	116	54	23	44	225	4	16	518	533	620	2201	1781	2176
PBANKA_1439600	PbANKA_14_v3	1500673	1504227	-	3555	69	149	216	150	183	96	137	78	103	1	164	122	2	709	1399	460	276	94	580	653	15	34	432	333	341	1917	1762	2174
PBANKA_1444700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1715687;1716052;1716305;1716618;1716880;1717098;1717396;1717642;1717967;1718215;1722009	1715919;1716172;1716443;1716693;1716989;1717263;1717480;1717832;1718094;1721885;1722113	+;+;+;+;+;+;+;+;+;+;+	5025	176	462	131	102	249	151	589	287	89	5	246	124	2	424	861	253	174	671	303	657	47	51	410	401	451	2589	2071	2173
PBANKA_1309900	PbANKA_13_v3	461027	462934	-	1908	111	298	115	102	309	77	201	68	193	1	103	48	2	142	280	69	27	15	19	170	3	5	935	1267	1416	2166	1956	2172
PBANKA_0916200	PbANKA_09_v3;PbANKA_09_v3	611343;611538	611400;613111	+;+	1632	128	332	212	118	336	120	348	160	366	0	218	120	0	150	641	168	87	36	42	262	5	9	1569	1696	2074	1964	2074	2170
PBANKA_1126200	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	959676;960410;960759	960154;960467;960791	-;-;-	570	63	323	108	92	325	112	182	76	737	2	134	57	0	68	283	86	29	3	6	70	4	9	1948	2315	2420	1764	2004	2170
PBANKA_0410400	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	379254;379591;379755;379953;380140;380349;381494	379482;379637;379844;380041;380229;381077;381512	-;-;-;-;-;-;-	1293	382	1383	413	355	1431	348	1457	516	1605	1	869	315	5	704	802	309	176	64	130	773	26	51	1245	1047	1181	1903	1827	2170
PBANKA_1337400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1472376;1473822;1474110;1474310	1473704;1473979;1474185;1474420	+;+;+;+	1674	272	750	304	222	619	181	631	207	162	1	289	135	5	270	502	159	96	21	45	302	9	16	783	717	700	2199	1763	2167
PBANKA_1206400	PbANKA_12_v3	266180	267352	-	1173	137	313	96	83	180	57	250	120	293	0	108	43	0	109	266	90	32	17	15	131	8	24	430	454	555	2154	1629	2166
PBANKA_0100700	PbANKA_01_v3;PbANKA_01_v3	45315;45586	45392;46473	+;+	966	77	161	330	283	862	708	328	363	1484	0	632	292	3	51	378	132	89	14	25	38	3	22	1660	2127	2355	1521	2102	2165
PBANKA_1459400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2271177;2271688;2272144;2272385;2272578;2272785;2273150;2273975;2274321;2274515;2274841	2271395;2272015;2272237;2272463;2272662;2273057;2273817;2274154;2274382;2274713;2275047	+;+;+;+;+;+;+;+;+;+;+	2394	147	492	319	219	587	151	289	71	209	1	279	111	0	131	1043	352	155	55	92	119	5	18	1814	1662	1924	1921	1956	2165
PBANKA_0522800	PbANKA_05_v3;PbANKA_05_v3	851991;852436	851993;852951	+;+	519	1132	4029	298	221	1651	479	2298	897	541	0	733	314	0	273	647	214	116	142	115	611	16	51	2770	3452	3849	1946	1752	2164
PBANKA_0710500	PbANKA_07_v3	402461	404161	-	1701	120	485	137	82	253	80	291	57	22	0	126	46	1	392	1038	339	134	127	125	457	10	15	176	150	136	2175	1864	2162
PBANKA_0833900	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1271615;1272678;1273038;1273272	1272515;1272761;1273131;1274343	+;+;+;+	2151	109	455	253	158	468	140	402	116	158	2	249	118	4	282	1422	410	208	50	155	469	19	35	546	499	512	2043	1593	2162
PBANKA_1131900	PbANKA_11_v3	1194183	1196318	+	2136	381	1364	308	175	642	223	1628	290	91	1	506	216	13	842	1045	363	182	678	268	1379	52	70	715	718	739	1975	1675	2161
PBANKA_0917900	PbANKA_09_v3	672339	673694	-	1356	456	957	266	186	528	211	650	435	745	0	273	121	2	225	374	117	65	26	48	390	15	45	1220	1324	1539	2151	1955	2154
PBANKA_1217600	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	673877;674177;674720	674007;674428;674813	-;-;-	477	7538	13612	1245	1135	3977	2934	6623	8797	4147	0	4227	1464	9	282	372	143	76	66	57	566	76	178	1688	1983	2356	2119	1777	2154
PBANKA_1324400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	979146;979475;979784;980289	979224;979585;980023;980299	-;-;-;-	441	696	2172	208	196	658	215	748	539	1016	0	386	121	2	178	479	161	78	56	73	341	19	60	2422	3110	3189	2345	1824	2150
PBANKA_0942500	PbANKA_09_v3;PbANKA_09_v3	1533342;1533762	1533627;1534738	-;-	1263	305	1004	190	154	481	107	507	182	348	0	213	101	0	154	373	111	44	26	33	283	4	21	1481	1747	1916	1676	1613	2149
PBANKA_1016500	PbANKA_10_v3	709486	711267	+	1782	128	293	107	81	173	68	307	57	58	0	140	57	0	276	742	254	121	37	110	529	9	30	525	481	446	2387	1791	2146
PBANKA_0206000	PbANKA_02_v3	211994	212503	-	510	212	855	139	80	461	101	499	112	83	0	214	75	0	100	435	136	60	19	22	186	2	11	1120	1000	985	1989	1494	2142
PBANKA_0415500	PbANKA_04_v3	552926	555925	+	3000	28	81	67	58	87	35	115	21	18	0	44	24	1	148	534	163	85	16	94	266	13	7	1006	773	925	1947	1788	2141
PBANKA_1016300	PbANKA_10_v3;PbANKA_10_v3	704094;704401	704205;705422	+;+	1134	212	667	234	150	318	122	553	143	162	1	171	85	1	183	721	258	131	50	90	390	21	65	1408	1553	1586	2154	1525	2141
PBANKA_1216500	PbANKA_12_v3	622027	622539	+	513	2350	5123	572	424	1772	807	2151	2152	2820	0	953	516	0	138	443	98	52	36	18	258	13	15	2832	4687	5214	1864	2346	2140
PBANKA_0915300	PbANKA_09_v3;PbANKA_09_v3	585333;585567	585482;588509	-;-	3093	457	810	400	264	467	379	986	544	201	3	329	235	4	183	902	302	168	392	179	433	53	60	474	540	538	2515	1804	2140
PBANKA_1023500	PbANKA_10_v3	938709	940121	-	1413	152	346	210	165	310	83	345	123	200	0	150	96	1	234	836	216	87	57	88	271	8	26	609	768	709	2256	1960	2139
PBANKA_1352600	PbANKA_13_v3	1999499	2002213	-	2715	693	1649	524	326	1805	1011	2992	1511	442	0	1305	605	2	628	1015	387	221	248	242	1274	78	112	721	747	802	2288	1888	2137
PBANKA_1237200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1434168;1434496;1434823	1434386;1434669;1434930	+;+;+	501	260	436	190	163	344	158	173	226	989	1	210	102	0	69	198	48	24	4	11	91	3	6	1255	1316	1512	2242	1423	2137
PBANKA_0925000	PbANKA_09_v3	897112	898884	-	1773	122	436	239	150	227	90	347	110	181	2	177	104	8	168	1644	543	217	134	103	281	9	32	1187	999	1071	2288	1655	2135
PBANKA_1115600	PbANKA_11_v3;PbANKA_11_v3	596892;597376	597089;597639	+;+	462	275	629	117	84	283	71	429	74	76	1	217	63	0	191	332	146	58	55	75	377	43	101	292	360	336	3399	1432	2134
PBANKA_1227400	PbANKA_12_v3;PbANKA_12_v3	1046852;1048488	1048381;1048553	-;-	1596	307	987	359	273	683	262	1046	470	375	0	524	212	19	365	1069	384	180	52	107	487	41	74	1191	1018	1336	2529	1708	2133
PBANKA_1322300	PbANKA_13_v3	919576	923439	+	3864	24	88	22	23	47	8	40	15	3	4	15	12	5	108	349	80	43	70	58	171	3	4	446	425	438	2079	1730	2131
PBANKA_1365400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2485749;2487664;2487962	2487472;2487784;2488366	+;+;+	2250	15	46	77	72	107	44	94	23	103	0	73	50	0	84	653	207	92	16	45	81	4	6	1201	888	1168	2019	1876	2130
PBANKA_1233300	PbANKA_12_v3	1278097	1280913	-	2817	591	1265	703	450	1234	639	1721	1215	525	2	759	463	4	471	746	274	152	452	227	974	92	135	862	867	1002	2261	1839	2130
PBANKA_0209000	PbANKA_02_v3;PbANKA_02_v3	314627;316307	316221;317168	-;-	2457	148	236	115	98	251	69	221	58	69	2	148	56	0	350	217	81	41	18	38	427	6	8	267	232	256	2243	2081	2128
PBANKA_0204600	PbANKA_02_v3	156215	156883	-	669	6653	20000	923	621	7458	1940	13956	7503	3146	0	3908	1089	13	410	352	144	68	75	33	1170	146	177	921	1004	1108	2344	1159	2127
PBANKA_1222300	PbANKA_12_v3;PbANKA_12_v3	848218;849599	849051;849616	-;-	852	1332	9735	229	149	2077	256	2826	326	78	0	707	215	10	736	354	194	78	139	111	1732	27	70	419	476	446	2013	1649	2124
PBANKA_1351000	PbANKA_13_v3	1938994	1942086	+	3093	90	379	84	55	211	70	798	232	67	1	160	77	0	514	370	135	73	165	215	889	45	37	378	438	402	2066	1570	2124
PBANKA_1308600	PbANKA_13_v3;PbANKA_13_v3	415870;417318	416976;417320	-;-	1110	3194	5579	9521	4802	15322	10534	12873	10745	34622	1	24814	11029	28	238	11737	3843	1895	169	140	330	86	253	2263	3676	4118	1751	2310	2123
PBANKA_1355500	PbANKA_13_v3;PbANKA_13_v3	2089517;2090418	2090203;2090765	-;-	1035	1037	1237	1082	822	1828	655	1582	953	918	0	1184	509	0	284	365	100	31	22	49	376	12	40	1394	1462	1720	2264	1879	2123
PBANKA_1208600	PbANKA_12_v3	336056	340855	-	4800	36	136	79	52	92	20	83	20	21	3	57	36	1	208	1111	366	136	78	169	246	9	25	330	281	274	1760	1654	2121
PBANKA_0210300	PbANKA_02_v3	363312	364796	+	1485	825	1877	202	155	696	248	1472	754	221	1	448	184	9	272	207	82	25	51	48	575	13	32	298	206	254	2321	1247	2121
PBANKA_1361000	PbANKA_13_v3;PbANKA_13_v3	2324067;2324323	2324130;2324879	+;+	621	322	808	80	50	248	65	531	144	174	0	137	35	8	89	481	117	64	155	38	224	35	110	575	608	585	3031	1562	2115
PBANKA_1460600	PbANKA_14_v3	2304720	2306153	-	1434	10	17	18	13	29	7	12	2	8	1	4	4	0	37	193	61	15	5	14	30	4	2	149	131	138	2863	1493	2111
PBANKA_0411950	PbANKA_04_v3	424426	428352	-	3927	30	82	84	51	83	23	70	18	24	0	48	24	0	395	1802	537	205	77	218	399	5	15	123	146	174	2150	1315	2111
PBANKA_1450000	PbANKA_14_v3	1934271	1937237	-	2967	52	150	61	48	91	34	232	59	15	2	77	44	4	334	352	113	61	56	97	664	17	14	453	350	437	2020	1660	2110
PBANKA_1138700	PbANKA_11_v3	1463862	1468115	+	4254	13	31	30	19	31	14	29	11	17	0	23	18	0	63	505	166	63	68	82	43	5	5	319	402	463	3015	2268	2107
PBANKA_1337700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1494951;1495144;1495412	1495029;1495323;1496154	+;+;+	1002	139	331	154	88	212	42	296	60	45	1	173	61	0	121	343	110	52	24	28	204	9	19	433	418	335	2795	1616	2107
PBANKA_1204400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	192634;192914;193224	192743;193076;193274	-;-;-	324	687	1124	186	288	533	380	787	2030	1465	0	579	248	0	236	547	154	67	34	87	511	22	90	2001	2454	2794	2097	1739	2106
